title,source_url,local_path,extraction_method,doi,journal,clean_path,cleaning_status,title_similarity
Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,data\processed_text\Characterization of the naive murine antibody repe.txt,HTML_EXTRACTION,10.1371/journal.pone.0190982,PLoS One,data/clean_text/Characterization of the naive murine antibody repe.txt,cleaned,1.0
Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,data\processed_text\Effects of spaceflight on the immunoglobulin reper.txt,HTML_EXTRACTION,10.1016/j.lssr.2017.11.003,Life Sci Space Res (Amst),data/clean_text/Effects of spaceflight on the immunoglobulin reper.txt,cleaned,1.0
A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,data\processed_text\A comparison of unamplified and massively multiple.txt,HTML_EXTRACTION,,FASEB Bioadv,data/clean_text/A comparison of unamplified and massively multiple.txt,cleaned,1.0
An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/,data\processed_text\An Analysis of the Effects of Spaceflight and Vacc.txt,HTML_EXTRACTION,10.4049/immunohorizons.2100056,Immunohorizons,data/clean_text/An Analysis of the Effects of Spaceflight and Vacc.txt,cleaned,1.0
Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/,data\processed_text\Effects of spaceflight aboard the International Sp.txt,HTML_EXTRACTION,10.1038/s41526-021-00139-7,NPJ Microgravity,data/clean_text/Effects of spaceflight aboard the International Sp.txt,cleaned,1.0
Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/,data\processed_text\Effect of spaceflight on Pseudomonas aeruginosa fi.txt,HTML_EXTRACTION,10.1186/1471-2180-13-241,BMC Microbiol,data/clean_text/Effect of spaceflight on Pseudomonas aeruginosa fi.txt,cleaned,1.0
Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,data\processed_text\Spaceflight promotes biofilm formation by Pseudomo.txt,HTML_EXTRACTION,10.1371/journal.pone.0062437,PLoS One,data/clean_text/Spaceflight promotes biofilm formation by Pseudomo.txt,cleaned,1.0
NASA GeneLab: Interfaces for the exploration of space omics data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,data\processed_text\NASA GeneLab Interfaces for the exploration of spa.txt,HTML_EXTRACTION,10.1093/nar/gkaa887,Nucleic Acids Res,data/clean_text/NASA GeneLab Interfaces for the exploration of spa.txt,cleaned,1.0
Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,data\processed_text\Comprehensive multiomics analysis reveals mitochon.txt,HTML_EXTRACTION,10.1016/j.cell.2020.11.002,Cell,data/clean_text/Comprehensive multiomics analysis reveals mitochon.txt,cleaned,1.0
A New Era for Space Life Science: International Standards for Space Omics Processing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733874/,data\processed_text\A New Era for Space Life Science International Sta.txt,HTML_EXTRACTION,10.1016/j.patter.2020.100148,Patterns (N Y),data/clean_text/A New Era for Space Life Science International Sta.txt,cleaned,1.0
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,data\processed_text\Knowledge Network Embedding of Transcriptomic Data.txt,HTML_EXTRACTION,10.3390/life11010042,Life (Basel),data/clean_text/Knowledge Network Embedding of Transcriptomic Data.txt,cleaned,1.0
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,data\processed_text\NASA GeneLab RNASeq Consensus Pipeline Standardize.txt,HTML_EXTRACTION,10.1016/j.isci.2021.102361,iScience,data/clean_text/NASA GeneLab RNASeq Consensus Pipeline Standardize.txt,cleaned,1.0
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,data\processed_text\Spatially resolved multiomics on the neuronal effe.txt,HTML_EXTRACTION,10.1038/s41467-024-48916-8,Nat Commun,data/clean_text/Spatially resolved multiomics on the neuronal effe.txt,cleaned,1.0
Biological horizons: pioneering open science in the cosmos,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/,data\processed_text\Biological horizons pioneering open science in the.txt,HTML_EXTRACTION,10.1038/s41467-024-48633-2,Nat Commun,data/clean_text/Biological horizons pioneering open science in the.txt,cleaned,1.0
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,data\processed_text\Inspiration4 data access through the NASA Open Sci.txt,HTML_EXTRACTION,10.1038/s41526-024-00393-5,NPJ Microgravity,data/clean_text/Inspiration4 data access through the NASA Open Sci.txt,cleaned,1.0
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,data\processed_text\NASA GeneLab derived microarray studies of Mus mus.txt,HTML_EXTRACTION,10.1038/s41526-024-00392-6,NPJ Microgravity,data/clean_text/NASA GeneLab derived microarray studies of Mus mus.txt,cleaned,1.0
Dichotomous effects on lymphatic transport with loss of caveolae in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,data\processed_text\Dichotomous effects on lymphatic transport with lo.txt,HTML_EXTRACTION,10.1111/apha.13656,Acta Physiol (Oxf),data/clean_text/Dichotomous effects on lymphatic transport with lo.txt,cleaned,1.0
Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,data\processed_text\Fungal diversity differences in the indoor dust mi.txt,HTML_EXTRACTION,10.1038/s41598-024-62191-z,Sci Rep,data/clean_text/Fungal diversity differences in the indoor dust mi.txt,cleaned,1.0
Chronic skeletal unloading of the rat femur: mechanisms and functional consequences of vascular remodeling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,data\processed_text\Chronic skeletal unloading of the rat femur mechan.txt,HTML_EXTRACTION,10.1016/j.bone.2013.09.003,Bone,data/clean_text/Chronic skeletal unloading of the rat femur mechan.txt,cleaned,1.0
Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/,data\processed_text\Differential effects of aging and exercise on intr.txt,HTML_EXTRACTION,10.1152/japplphysiol.01358.2012,J Appl Physiol (1985),data/clean_text/Differential effects of aging and exercise on intr.txt,cleaned,1.0
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,data\processed_text\Effects of spaceflight and ground recovery on mese.txt,HTML_EXTRACTION,10.1096/fj.12-218503,FASEB J,data/clean_text/Effects of spaceflight and ground recovery on mese.txt,cleaned,1.0
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: Implications for elevated cerebral perfusion and intracranial pressure",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,data\processed_text\Spaceflightinduced alterations in cerebral artery .txt,HTML_EXTRACTION,10.1096/fj.12-222687,FASEB J,data/clean_text/Spaceflightinduced alterations in cerebral artery .txt,cleaned,1.0
Exercise training augments regional bone and marrow blood flow during exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,data\processed_text\Exercise training augments regional bone and marro.txt,HTML_EXTRACTION,10.1249/MSS.0000000000000342,Med Sci Sports Exerc,data/clean_text/Exercise training augments regional bone and marro.txt,cleaned,1.0
Effects of Skeletal Unloading on the Vasomotor Properties of the Rat Femur Principal Nutrient Artery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,data\processed_text\Effects of Skeletal Unloading on the Vasomotor Pro.txt,HTML_EXTRACTION,10.1152/japplphysiol.00576.2014,J Appl Physiol (1985),data/clean_text/Effects of Skeletal Unloading on the Vasomotor Pro.txt,cleaned,1.0
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,data\processed_text\Type 2 diabetes alters bone and marrow blood flow .txt,HTML_EXTRACTION,10.1530/JOE-14-0514,J Endocrinol,data/clean_text/Type 2 diabetes alters bone and marrow blood flow .txt,cleaned,1.0
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,data\processed_text\Spaceflight on the BionM1 biosatellite alters cere.txt,HTML_EXTRACTION,10.1152/japplphysiol.00976.2014,J Appl Physiol (1985),data/clean_text/Spaceflight on the BionM1 biosatellite alters cere.txt,cleaned,1.0
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,data\processed_text\Apollo Lunar Astronauts Show Higher Cardiovascular.txt,HTML_EXTRACTION,10.1038/srep29901,Sci Rep,data/clean_text/Apollo Lunar Astronauts Show Higher Cardiovascular.txt,cleaned,1.0
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,data\processed_text\Effects of age and exercise training on coronary m.txt,HTML_EXTRACTION,10.1152/japplphysiol.00459.2017,J Appl Physiol (1985),data/clean_text/Effects of age and exercise training on coronary m.txt,cleaned,1.0
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,data\processed_text\Impact of Spaceflight and Artificial Gravity on th.txt,HTML_EXTRACTION,10.3390/ijms19092546,Int J Mol Sci,data/clean_text/Impact of Spaceflight and Artificial Gravity on th.txt,cleaned,1.0
Simulated microgravity induces regionally distinct neurovascular and structural remodeling of skeletal muscle and cutaneous arteries in the rat,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,data\processed_text\Simulated microgravity induces regionally distinct.txt,HTML_EXTRACTION,10.3389/fphys.2020.00675,Front Physiol,data/clean_text/Simulated microgravity induces regionally distinct.txt,cleaned,1.0
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,data\processed_text\Spaceflight decelerates the epigenetic clock orche.txt,HTML_EXTRACTION,10.1093/pcmedi/pbab012,Precis Clin Med,data/clean_text/Spaceflight decelerates the epigenetic clock orche.txt,cleaned,1.0
Development of otolith receptors in Japanese quail.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,data\processed_text\Development of otolith receptors in Japanese quail.txt,HTML_EXTRACTION,10.1002/dneu.20787,Dev Neurobiol,data/clean_text/Development of otolith receptors in Japanese quail.txt,cleaned,1.0
Spatial and temporal characteristics of vestibular convergence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,data\processed_text\Spatial and temporal characteristics of vestibular.txt,HTML_EXTRACTION,10.1016/j.neuroscience.2011.06.070,Neuroscience,data/clean_text/Spatial and temporal characteristics of vestibular.txt,cleaned,1.0
Simulated Microgravity Enhances Oligodendrocyte Mitochondrial Function and Lipid Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,data\processed_text\Simulated Microgravity Enhances Oligodendrocyte Mi.txt,HTML_EXTRACTION,10.1002/jnr.23958,J Neurosci Res,data/clean_text/Simulated Microgravity Enhances Oligodendrocyte Mi.txt,cleaned,1.0
Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412175/,data\processed_text\Human Neural Stem Cells Flown into Space Prolifera.txt,HTML_EXTRACTION,10.3390/app9194042,Appl Sci (Basel),data/clean_text/Human Neural Stem Cells Flown into Space Prolifera.txt,cleaned,1.0
Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/,data\processed_text\Space Microgravity Alters Neural Stem Cell Divisio.txt,HTML_EXTRACTION,10.3390/ijms232214320,Int J Mol Sci,data/clean_text/Space Microgravity Alters Neural Stem Cell Divisio.txt,cleaned,1.0
Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/,data\processed_text\Oligodendrocyte Progenitors Display Enhanced Proli.txt,HTML_EXTRACTION,10.3390/biom13020201,Biomolecules,data/clean_text/Oligodendrocyte Progenitors Display Enhanced Proli.txt,cleaned,1.0
Metabolomics profile of the secretome of space-flown oligodendrocytes.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,data\processed_text\Metabolomics profile of the secretome of spaceflow.txt,HTML_EXTRACTION,10.3390/cells12182249,Cells,data/clean_text/Metabolomics profile of the secretome of spaceflow.txt,cleaned,1.0
Metabolomic profiling of the secretome from human neural stem cells flown into space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,data\processed_text\Metabolomic profiling of the secretome from human .txt,HTML_EXTRACTION,10.3390/bioengineering11010011,Bioengineering (Basel),data/clean_text/Metabolomic profiling of the secretome from human .txt,cleaned,1.0
Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,data\processed_text\Spaceflight Induces Specific Alterations in the Pr.txt,HTML_EXTRACTION,10.1089/ast.2014.1210,Astrobiology,data/clean_text/Spaceflight Induces Specific Alterations in the Pr.txt,cleaned,1.0
The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,data\processed_text\The effect of spaceflight on the gravitysensing au.txt,HTML_EXTRACTION,10.1038/npjmgrav.2015.23,NPJ Microgravity,data/clean_text/The effect of spaceflight on the gravitysensing au.txt,cleaned,1.0
Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,data\processed_text\Skewing in Arabidopsis roots involves disparate en.txt,HTML_EXTRACTION,10.1186/s12870-017-0975-9,BMC Plant Biol,data/clean_text/Skewing in Arabidopsis roots involves disparate en.txt,cleaned,1.0
Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,data\processed_text\Genetic dissection of the Arabidopsis spaceflight .txt,HTML_EXTRACTION,10.1371/journal.pone.0180186,PLoS One,data/clean_text/Genetic dissection of the Arabidopsis spaceflight .txt,cleaned,1.0
Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,data\processed_text\Phenotypic characterization of an Arabidopsis T DN.txt,HTML_EXTRACTION,10.1016/j.dib.2018.03.107,Data Brief,data/clean_text/Phenotypic characterization of an Arabidopsis T DN.txt,cleaned,0.993
