file_name,status,chars_before,chars_after,pct_removed,removed_header,removed_backmatter,removed_sections,removed_boilerplate,sections_removed,doi,journal,internal_title,title_similarity,title_mismatch,note
Influence of gonadectomy on muscle health in micro.txt,excluded_duplicate_doi,53386,0,100.0,2630,6683,132,1940,Competing interests,10.1016/j.smhs.2023.09.002,Sports Med Health Sci,Sex differences in muscle health in simulated micro- and partial-gravity environments in rats,0.778,False,DOI 10.1016/j.smhs.2023.09.002 já representado por 'Sex differences in muscle health in simulate'
Sex differences in muscle health in simulated micr.txt,cleaned,53386,42002,21.32,2630,6683,132,1940,Competing interests,10.1016/j.smhs.2023.09.002,Sports Med Health Sci,Sex differences in muscle health in simulated micro- and partial-gravity environments in rats,1.0,False,
Brassinazole resistant 1 BZR1dependent brassinoste.txt,cleaned,81362,62295,23.43,2913,12202,601,3352,Supplementary,10.1093/jxb/erv316,J Exp Bot,Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,1.0,False,
Proteomic study of microsomal proteins reveals a k.txt,cleaned,52629,37695,28.38,3513,9085,0,2337,,10.1074/mcp.M114.042697,Mol Cell Proteomics,Proteomic Study of Microsomal Proteins Reveals a Key Role for Arabidopsis Annexin 1 in Mediating Heat Stress-Induced Increase in Intracellular Calcium Levels *,1.0,False,
Apyrase inhibitors enhance the ability of diverse .txt,cleaned,63394,44196,30.28,1068,15583,0,2548,,10.1111/mpp.12458,Mol Plant Pathol,Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant‐pathogenic fungi,1.0,False,
ANN1 and ANN2 Function in PostPhloem Sugar Transpo.txt,cleaned,56603,38984,31.13,1888,12205,0,3527,,10.1104/pp.18.00713,Plant Physiol,ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,1.0,False,
Mitochondriatargeted human catalase in the mouse l.txt,cleaned,66130,38377,41.97,4105,17823,1668,4158,Supplementary|Author contributions|Funding|Footnotes,10.3390/life12111838,Life (Basel),Mitochondria-Targeted Human Catalase in the Mouse Longevity MCAT Model Mitigates Head-Tilt Bedrest-Induced Neuro-Inflammation in the Hippocampus,1.0,False,
Structural and functional properties of bone are c.txt,cleaned,26246,17246,34.29,2344,5057,59,1541,Footnotes,10.1080/21678421.2018.1452946,Amyotroph Lateral Scler Frontotemporal Degener,Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice,1.0,False,
Longitudinal time course of muscle impairments dur.txt,cleaned,42081,27928,33.63,2259,9634,93,2168,Supplementary,10.1038/s41526-019-0080-5,NPJ Microgravity,Longitudinal time course of muscle impairments during partial weight-bearing in rats,1.0,False,
The partial weightbearing rat model using a pelvic.txt,excluded_title_mismatch,51120,0,100.0,932,19937,0,4348,,10.1016/j.asmr.2024.101022,Arthrosc Sports Med Rehabil,Blood Flow Restriction Training: A Tool to Enhance Rehabilitation and Build Athlete Resiliency,0.278,True,"título divergente (sim=0.28): metadata diz 'The partial weight-bearing rat model usi', documento é 'Blood Flow Restriction Training: A Tool '"
Dosedependent skeletal deficits due to varied redu.txt,cleaned,38838,23928,38.39,2492,9866,96,2457,Supplementary,10.1038/s41526-020-0105-0,NPJ Microgravity,Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats,1.0,False,
Approaching Gravity as a Continuum Using the Rat P.txt,cleaned,99571,43538,56.27,1068,0,45978,8988,Acknowledgments|Author contributions|Funding|References,10.3390/life10100235,Life (Basel),Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,1.0,False,
Hindlimb suspension in Wistar rats Sexbased differ.txt,cleaned,67013,40219,39.98,2369,20057,381,3988,Author contributions,10.14814/phy2.15042,Physiol Rep,Hindlimb suspension in Wistar rats: Sex‐based differences in muscle response,1.0,False,
Adaptation to full weightbearing following disuse .txt,excluded,1468,0,100.0,0,0,0,200,,10.14814/phy2.15978,Physiol Rep,Correction to “Adaptation to full weight‐bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery” Article notes Copyright and License information Collection date 2024 Mar. © 2024 The Authors. Physiological Reports published by Wiley Periodicals LLC on behalf of The,0.844,False,documento não-científico: Correction to “Adaptation to full weight‐bearing following d
Effects of liquid cultivation on gene expression a.txt,cleaned,67869,47388,30.18,1630,15885,0,2967,,10.1186/s12864-018-4948-7,BMC Genomics,Effects of liquid cultivation on gene expression and phenotype of C. elegans,1.0,False,
Transcriptomic Signature of the Simulated Microgra.txt,cleaned,70451,46087,34.58,1483,18783,0,4099,,10.3390/cells12020270,Cells,Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments,1.0,False,
Enabling clonal analyses of yeast in outer space b.txt,cleaned,69902,54833,21.56,2835,10551,0,1684,,10.3390/life12081168,Life (Basel),Enabling Clonal Analyses of Yeast in Outer Space by Encapsulation and Desiccation in Hollow Microparticles,1.0,False,
Caenorhabditis elegans in microgravity An omics pe.txt,cleaned,74564,45859,38.5,2478,21770,0,4458,,10.1016/j.isci.2023.107189,iScience,Caenorhabditis elegans in microgravity: An omics perspective,1.0,False,
Dried plum diet protects from bone loss caused by .txt,cleaned,51729,32459,37.25,2337,13412,0,3522,,10.1038/srep21343,Sci Rep,Dried plum diet protects from bone loss caused by ionizing radiation,1.0,False,
Dietary countermeasure mitigates simulated spacefl.txt,cleaned,66977,41062,38.69,3195,18705,68,3948,Supplementary,10.1038/s41598-020-63404-x,Sci Rep,Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,1.0,False,
Autophagy and its consequences for platelet biolog.txt,excluded_title_mismatch,45179,0,100.0,4325,8273,2195,2823,Supplementary|Author contributions|Funding|Data availability|Competing interests|Footnotes|Contributor Information,10.1038/s41598-025-94761-0,Sci Rep,Identification of therapeutic targets for chronic kidney disease through Mendelian randomization analysis of druggable genes,0.255,True,"título divergente (sim=0.26): metadata diz 'Autophagy and its consequences for plate', documento é 'Identification of therapeutic targets fo'"
A new role of NAP1L1 in megakaryocytes and human p.txt,cleaned,93078,59784,35.77,1424,26489,0,5382,,10.3390/ijms232314694,Int J Mol Sci,A New Role of NAP1L1 in Megakaryocytes and Human Platelets,1.0,False,
Evaluation of rodent spaceflight in the NASA anima.txt,cleaned,41689,32173,22.83,4092,4214,0,1211,,10.1038/npjmgrav.2016.2,NPJ Microgravity,Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),1.0,False,
Morphology of Penicillium rubens Biofilms Formed i.txt,cleaned,72212,47604,34.08,4068,17726,0,2815,,10.3390/life13041001,Life (Basel),Morphology of Penicillium rubens Biofilms Formed in Space,1.0,False,
Explainable machine learning identifies multiomics.txt,flagged,53432,51500,3.62,0,0,0,1933,,10.1038/s41526-023-00337-5,NPJ Microgravity,Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,1.0,False,S1: corte agressivo revertido (restariam 38% do original); apenas R6 aplicado
Microbial adaptation to spaceflight is correlated .txt,cleaned,66282,43232,34.78,1771,16985,298,3997,Supplementary|Supplementary,10.1038/s41467-023-42104-w,Nat Commun,Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,1.0,False,
Influence of the spaceflight environment on macrop.txt,cleaned,65520,34162,47.86,6331,19593,58,5377,Supplementary,10.1038/s41526-023-00293-0,NPJ Microgravity,Influence of the spaceflight environment on macrophage lineages,1.0,False,
MARSBOx Fungal and bacterial endurance from a ball.txt,cleaned,91192,36760,59.69,4610,26391,18690,4742,References|Data availability|Supplementary|Author contributions|Competing interests,10.3389/fmicb.2021.601713,Front Microbiol,MARSBOx: Fungal and Bacterial Endurance From a Balloon-Flown Analog Mission in the Stratosphere,1.0,False,
In situ linkage of fungal and bacterial proliferat.txt,cleaned,76217,45143,40.77,3927,23091,857,3200,Data availability|Author contributions|Competing interests,10.3389/fmicb.2020.00167,Front Microbiol,In situ Linkage of Fungal and Bacterial Proliferation to Microbiologically Influenced Corrosion in B20 Biodiesel Storage Tanks,1.0,False,
Identification of metagenomeassembled genomes cont.txt,cleaned,19543,12475,36.17,1658,4152,381,878,Data availability,10.1128/MRA.00003-20,Microbiol Resour Announc,"Identification of Metagenome-Assembled Genomes Containing Antimicrobial Resistance Genes, Isolated from an Advanced Water Treatment Facility",1.0,False,
Nature of preearthquake phenomena and their effect.txt,cleaned,64079,46136,28.0,1393,14072,0,2479,,10.3390/ani3020513,Animals (Basel),Nature of Pre-Earthquake Phenomena and their Effects on Living Organisms,1.0,False,
The rapid diagnosis and effective inhibition of co.txt,cleaned,46444,35063,24.5,2113,6726,88,2455,Supplementary,10.1039/d0na01007c,Nanoscale Adv,The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles †,1.0,False,
Blocking SARSCoV2 Delta variant B16172 spike prote.txt,cleaned,42928,29743,30.71,3198,8077,0,1911,,10.1021/acsomega.2c00113,ACS Omega,Blocking SARS-CoV-2 Delta Variant (B.1.617.2) Spike Protein Receptor-Binding Domain Binding with the ACE2 Receptor of the Host Cell and Inhibiting Virus Infections Using Human Host Defense Peptide-Conjugated Graphene Quantum Dots,1.0,False,
Safety and pharmacokinetics of intranasally admini.txt,cleaned,50354,35267,29.96,4951,6936,975,2226,Supplementary|Supplementary|Footnotes,10.1007/s11095-022-03191-4,Pharm Res,Safety and Pharmacokinetics of Intranasally Administered Heparin,1.0,False,
Inhibition of SARSCoV2 wildtype WuhanHu1 and Delta.txt,cleaned,32558,19480,40.17,3199,6351,1803,1726,Funding|Competing interests|Supplementary|Contributor Information,10.1093/glycob/cwac042,Glycobiology,Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans,1.0,False,
A Tissue Retrieval and Postharvest Processing Regi.txt,cleaned,46578,38682,16.95,2228,4601,0,1068,,10.1155/2015/475935,Biomed Res Int,A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,1.0,False,
Effects of sex and gender on adaptations to space .txt,excluded_title_mismatch,106834,0,100.0,8241,22205,249,5556,Supplementary,10.1038/s42003-023-05213-2,Commun Biol,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,0.219,True,"título divergente (sim=0.22): metadata diz 'Effects of sex and gender on adaptations', documento é 'Spaceflight induces changes in gene expr'"
Effects of spaceflight on the muscles of the murin.txt,excluded_title_mismatch,75275,0,100.0,3270,14926,2037,3651,Supplementary|Footnotes,10.1016/j.actbio.2018.10.024,Acta Biomater,The multiscale structural and mechanical effects of mouse supraspinatus muscle unloading on the mature enthesis,0.32,True,"título divergente (sim=0.32): metadata diz 'Effects of spaceflight on the muscles of', documento é 'The multiscale structural and mechanical'"
Multiscale effects of spaceflight on murine tendon.txt,cleaned,53054,35593,32.91,2630,11768,710,2354,Supplementary,10.1016/j.bone.2019.115152,Bone,Multiscale effects of spaceflight on murine tendon and bone,1.0,False,
Reproducible changes in the gut microbiome suggest.txt,cleaned,101182,76200,24.69,1907,19962,0,3114,,10.1186/s40168-019-0724-4,Microbiome,Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight,1.0,False,
Failure to Generate Bone Marrow Adipocytes Does No.txt,cleaned,53004,33862,36.11,1218,14931,0,2994,,10.1016/j.bone.2012.11.034,Bone,Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,1.0,False,
Acute exposure to high dose gammaradiation results.txt,cleaned,63696,45911,27.92,2999,11992,0,2795,,10.1016/j.bone.2013.08.002,Bone,Acute Exposure to High Dose γ-Radiation Results in Transient Activation of Bone Lining Cells,0.944,False,
Morbid obesity attenuates the skeletal abnormaliti.txt,cleaned,64035,43653,31.83,2266,14553,0,3564,,10.1530/JOE-14-0224,J Endocrinol,Morbid Obesity Attenuates the Skeletal Abnormalities Associated with Leptin Deficiency in Mice,1.0,False,
Hypothalamic leptin gene therapy reduces body weig.txt,cleaned,69362,38965,43.82,3467,22067,0,4864,,10.1530/JOE-15-0280,J Endocrinol,Hypothalamic Leptin Gene Therapy Reduces Body Weight without Accelerating Age-Related Bone Loss,1.0,False,
Hypothalamic Leptin Gene Therapy Reduces Bone Marr.txt,cleaned,50616,32813,35.17,2859,11526,573,2846,Author contributions|Competing interests,10.3389/fendo.2016.00110,Front Endocrinol (Lausanne),Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets,1.0,False,
Room temperature housing results in premature canc.txt,cleaned,51397,34304,33.26,3334,11030,367,2363,Supplementary,10.1007/s00198-016-3634-3,Osteoporos Int,Room Temperature Housing Results in Premature Cancellous Bone Loss in Growing Female Mice: Implications for the Mouse as a Preclinical Model for Age-Related Bone Loss,1.0,False,
Spaceflightinduced vertebral bone loss in ovariect.txt,cleaned,28809,19199,33.36,2664,5342,0,1605,,10.1038/npjmgrav.2016.16,NPJ Microgravity,Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,1.0,False,
Role of oestrogen receptor signaling in skeletal r.txt,cleaned,48126,33356,30.69,2139,9179,1356,2097,Data availability|Author contributions|Funding|Competing interests,10.3389/fendo.2021.749449,Front Endocrinol (Lausanne),The Role of Estrogen Receptor α in Response to Longitudinal Bone Growth in ob/ob Mice,0.686,False,
Effects of hypothalamic leptin gene therapy on ost.txt,cleaned,45627,28468,37.61,2350,12129,0,2681,,10.1530/JOE-17-0524,J Endocrinol,Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice,1.0,False,
Leptin stimulates bone formation in obob mice at d.txt,cleaned,60056,42014,30.04,2158,13032,0,2853,,10.1530/JOE-16-0484,J Endocrinol,Leptin Stimulates Bone Formation in ob/ob Mice at Doses Having Minimal Impact on Energy Metabolism,1.0,False,
Bone Marrow Adipose Tissue Deficiency Increases Di.txt,cleaned,49745,32273,35.12,2246,11965,81,3181,Supplementary|Supplementary,10.1038/srep46325,Sci Rep,Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,1.0,False,
Metabolic Coupling Between Bone Marrow Adipose Tis.txt,excluded_title_mismatch,51886,0,100.0,0,0,0,2333,,10.3390/metabo12121205,Metabolites,Mannose Receptor Deficiency Impacts Bone Marrow and Circulating Immune Cells during High Fat Diet Induced Obesity,0.398,True,"título divergente (sim=0.40): metadata diz 'Metabolic Coupling Between Bone Marrow A', documento é 'Mannose Receptor Deficiency Impacts Bone'"
Maintenance of near normal bone mass and architect.txt,cleaned,64678,51286,20.71,2963,8132,0,2298,,10.1667/RR15164.1,Radiat Res,Maintenance of Near Normal Bone Mass and Architecture in Lethally Irradiated Female Mice following Adoptive Transfer with as few as 750 Purified Hematopoietic Stem Cells,1.0,False,
Effect of leptin deficiency on the skeletal respon.txt,cleaned,60895,37764,37.99,2598,16430,64,4040,Supplementary,10.1038/s41598-019-45587-0,Sci Rep,Effect of Leptin Deficiency on the Skeletal Response to Hindlimb Unloading in Adult Male Mice,1.0,False,
Thermoneutral housing attenuates premature cancell.txt,cleaned,53880,36317,32.6,3216,11201,110,3037,Funding,10.1530/EC-19-0359,Endocr Connect,Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,1.0,False,
Effects of Spaceflight on Cancellous and Cortical .txt,cleaned,37519,24248,35.37,2256,8907,85,2024,Footnotes,10.1016/j.bonr.2021.100755,Bone Rep,Effects of spaceflight on cancellous and cortical bone in proximal femur in growing rats ☆,1.0,False,
Evidence for increased thermogenesis in female C57.txt,cleaned,22581,12577,44.3,2087,6056,99,1763,Supplementary|Supplementary,10.1038/s41526-021-00150-y,NPJ Microgravity,Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,1.0,False,
Leptin and environmental temperature as determinan.txt,cleaned,65644,40432,38.41,3080,16419,1589,4125,Data availability|Supplementary|Author contributions|Funding|Competing interests|Supplementary,10.3389/fendo.2022.959743,Front Endocrinol (Lausanne),Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,1.0,False,
Small changes in thermoregulation influence cancel.txt,cleaned,42963,33683,21.6,2411,5140,0,1730,,10.1016/j.bonr.2023.101675,Bone Rep,Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,1.0,False,
Bone Marrow Adipose Tissue Is Not Required for Rec.txt,cleaned,54769,35384,35.39,3231,11662,1465,3028,Author contributions|Data availability|Funding|Footnotes,10.3390/ijms25041980,Int J Mol Sci,Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System following Irradiation in Male Mice,1.0,False,
Simulated Microgravity Promotes Horizontal Gene Tr.txt,cleaned,35788,21143,40.92,2161,8596,1675,2214,Supplementary|Author contributions|Funding|Data availability|Footnotes,10.3390/life11090960,Life (Basel),Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,1.0,False,
Understanding the Complexities and Changes of the .txt,flagged,249776,227071,9.09,0,0,0,22706,,10.3390/life12040495,Life (Basel),Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,1.0,False,S1: corte agressivo revertido (restariam 9% do original); apenas R6 aplicado
Toward sustainable space exploration a roadmap for.txt,cleaned,73476,44125,39.95,4683,21028,0,3641,,10.1038/s41467-023-37070-2,Nat Commun,Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms,1.0,False,
Roll maneuvers are essential for active reorientat.txt,cleaned,66992,50181,25.09,2787,10522,390,3113,Supplementary,10.1073/pnas.1706754115,Proc Natl Acad Sci U S A,Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,1.0,False,
Microfluidic Device for Studying Nematodes.txt,excluded_title_mismatch,49564,0,100.0,2278,10332,0,1904,,10.1371/journal.pone.0318143,PLoS One,Development of a size-separation technique to isolate Caenorhabditis elegans embryos using mesh filters,0.242,True,"título divergente (sim=0.24): metadata diz 'Microfluidic Device for Studying Nematod', documento é 'Development of a size-separation techniq'"
NemaFlex A microfluidicsbased technology for stand.txt,cleaned,68632,55193,19.58,2027,8303,311,2799,Supplementary,10.1039/c8lc00103k,Lab Chip,NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans,1.0,False,
Swim exercise in Caenorhabditis elegans extends ne.txt,cleaned,73858,54280,26.51,3398,12179,186,3816,Supplementary,10.1073/pnas.1909210116,Proc Natl Acad Sci U S A,"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",1.0,False,
Molecular muscle experiment Hardware and operation.txt,cleaned,46355,33416,27.91,3617,7376,0,1947,,10.1089/ast.2019.2181,Astrobiology,Molecular Muscle Experiment: Hardware and Operational Lessons for Future Astrobiology Space Experiments,1.0,False,
Tart Cherry Increases Lifespan in Caenorhabditis e.txt,cleaned,61873,33546,45.78,2214,21749,0,4365,,10.3390/nu12051482,Nutrients,Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,1.0,False,
A region of UNC89 obscurin lying between two prote.txt,cleaned,74834,48603,35.05,2158,17277,2916,3881,Supplementary,10.1016/j.jmb.2020.06.024,J Mol Biol,A Region of UNC-89 (obscurin) Lying Between Two Protein Kinase Domains is a Highly Elastic Spring Required for Proper Sarcomere Organization,1.0,False,
NemaLife chip a micropillarbased microfluidic cult.txt,cleaned,91472,65707,28.17,2988,17828,250,4700,Supplementary,10.1038/s41598-020-73002-6,Sci Rep,NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,1.0,False,
Spaceflight affects neuronal morphology and alters.txt,cleaned,76757,52928,31.04,3009,17259,0,3562,,10.1016/j.isci.2021.102105,iScience,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,1.0,False,
Microfluidicsintegrated spaceflight hardware for m.txt,cleaned,74690,53463,28.42,3042,14556,129,3501,Supplementary|Supplementary,10.1038/s41526-022-00241-4,NPJ Microgravity,Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station,1.0,False,
A Compact Imaging Platform for Conducting C elegan.txt,cleaned,53884,33383,38.05,1188,14256,1598,3460,Author contributions|Data availability|Funding|Footnotes,10.3390/life13010200,Life (Basel),A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight,1.0,False,
Mitochondrial sulfide promotes life span and healt.txt,cleaned,87565,58041,33.72,5802,18103,161,5459,Supplementary,10.1073/pnas.2216141120,Proc Natl Acad Sci U S A,Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans,1.0,False,
Bisphosphonates attenuate agerelated muscle declin.txt,cleaned,50059,33350,33.38,3473,9765,1084,2388,Competing interests,10.1002/jcsm.13335,J Cachexia Sarcopenia Muscle,Bisphosphonates attenuate age‐related muscle decline in Caenorhabditis elegans,1.0,False,
Spaceflight Induces Strength Decline in Caenorhabd.txt,cleaned,94745,45899,51.56,7712,34020,0,7115,,10.3390/cells12202470,Cells,Spaceflight Induces Strength Decline in Caenorhabditis elegans,1.0,False,
Metabolic model predictions enable targeted microb.txt,cleaned,88505,54927,37.94,8070,20959,78,4472,Supplementary,10.1128/spectrum.01144-23,Microbiol Spectr,Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics,1.0,False,
Transcriptomics analysis reveals molecular alterat.txt,cleaned,127092,75784,40.37,9159,34511,357,7282,Supplementary|Supplementary,10.1038/s43856-024-00532-9,Commun Med (Lond),Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology,1.0,False,
Identification and characterization of a skin micr.txt,cleaned,74947,49214,34.33,4209,17787,0,3738,,10.1128/spectrum.00169-24,Microbiol Spectr,Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,1.0,False,
New perspectives on viable microbial communities i.txt,cleaned,65294,45156,30.84,2165,14662,0,3312,,10.1038/ismej.2012.114,ISME J,New perspectives on viable microbial communities in low-biomass cleanroom environments,1.0,False,
Microbial existence in controlled habitats and the.txt,excluded_title_mismatch,53588,0,100.0,5279,11895,0,2853,,10.1371/journal.pone.0288290,PLoS One,Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,0.3,True,"título divergente (sim=0.30): metadata diz 'Microbial existence in controlled habita', documento é 'Wild mouse gut microbiota limits initial'"
Microbiomes of the dust particles collected from t.txt,cleaned,91656,64111,30.05,3134,20268,0,4144,,10.1186/s40168-015-0116-3,Microbiome,Microbiomes of the dust particles collected from the International Space Station and Spacecraft Assembly Facilities,1.0,False,
Draft genome sequences of two Aspergillus fumigatu.txt,cleaned,10706,4916,54.08,1263,3854,0,674,,10.1128/genomeA.00553-16,Genome Announc,"Draft Genome Sequences of Two Aspergillus fumigatus Strains, Isolated from the International Space Station",1.0,False,
Characterization of Aspergillus fumigatus isolates.txt,excluded_duplicate_doi,62686,0,100.0,3317,23604,2008,4736,Supplementary,10.1016/j.fgb.2019.01.001,Fungal Genet Biol,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station,0.878,False,DOI 10.1016/j.fgb.2019.01.001 já representado por 'Proteomic characterization of Aspergillus fu'
Draft genome sequences of biosafety level 2 opport.txt,cleaned,12349,6232,49.53,1590,3684,0,844,,10.1128/genomeA.01263-16,Genome Announc,Draft Genome Sequences of Biosafety Level 2 Opportunistic Pathogens Isolated from the Environmental Surfaces of the International Space Station,1.0,False,
Draft Genome Sequences of Several Fungal Strains S.txt,flagged,14366,13092,8.87,0,0,0,1275,,10.1128/genomeA.01602-16,Genome Announc,Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station,1.0,False,S1: corte agressivo revertido (restariam 35% do original); apenas R6 aplicado
Human presence impacts fungal diversity of inflate.txt,cleaned,87038,51178,41.2,2457,28938,0,4466,,10.1186/s40168-017-0280-8,Microbiome,Human presence impacts fungal diversity of inflated lunar/Mars analog habitat,1.0,False,
Whole metagenome profiles of particulates collecte.txt,excluded,4084,0,100.0,0,0,0,385,,10.1186/s40168-017-0330-2,Microbiome,Erratum to: Whole metagenome profiles of particulates collected from the International Space Station,0.888,False,documento não-científico: Erratum to: Whole metagenome profiles of particulates collec
Microbial Characteristics of ISS Environmental Sur.txt,excluded_title_mismatch,66154,0,100.0,3492,18318,134,3714,Supplementary|Supplementary,10.1038/s41522-021-00240-5,NPJ Biofilms Microbiomes,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,0.51,True,"título divergente (sim=0.51): metadata diz 'Microbial Characteristics of ISS Environ', documento é 'Longitudinal characterization of multisp'"
Draft Genome Sequences from a Novel Clade of Bacil.txt,cleaned,14835,8401,43.37,0,5370,0,1065,,10.1128/genomeA.00680-17,Genome Announc,"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station",0.989,False,
Draft Genome Sequences of Acinetobacter and Bacill.txt,cleaned,11205,4544,59.45,1623,4035,0,1004,,10.1128/genomeA.01554-17,Genome Announc,Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,1.0,False,
KatharoSeq enables highthroughput microbiome analy.txt,cleaned,72031,50856,29.4,4852,13297,531,2496,Data availability,10.1128/mSystems.00218-17,mSystems,KatharoSeq Enables High-Throughput Microbiome Analysis from Low-Biomass Samples,1.0,False,
Draft genome sequence of a clinical isolate of Fus.txt,cleaned,6339,3691,41.77,770,1437,0,442,,10.1128/genomeA.00476-18,Genome Announc,Draft Genome Sequence of a Clinical Isolate of Fusarium fujikuroi Isolated from a Male Patient with Acute Myeloid Leukemia,1.0,False,
Draft Genome Sequence of Solibacillus kalamii Isol.txt,cleaned,7660,3413,55.44,1482,2269,0,497,,10.1128/genomeA.00696-17,Genome Announc,"Draft Genome Sequence of Solibacillus kalamii , Isolated from an Air Filter Aboard the International Space Station",1.0,False,
Detection of antimicrobial resistance genes associ.txt,excluded_title_mismatch,80325,0,100.0,3543,20366,4696,3429,Supplementary|Supplementary,10.1186/s40168-022-01293-0,Microbiome,"Microbial Tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station",0.422,True,"título divergente (sim=0.42): metadata diz 'Detection of antimicrobial resistance ge', documento é 'Microbial Tracking-2, a metagenomics ana'"
Draft genome sequences of two Fusarium oxysporum i.txt,flagged,9700,8998,7.24,0,0,0,703,,10.1128/genomeA.00326-18,Genome Announc,Draft Genome Sequences of Two Fusarium oxysporum Isolates Cultured from Infected Zinnia hybrida Plants Grown on the International Space Station,1.0,False,S1: corte agressivo revertido (restariam 40% do original); apenas R6 aplicado
Characterization of Aspergillus niger Isolated fro.txt,cleaned,65662,46047,29.87,2999,12837,716,3064,Data availability|Supplementary|Author contributions|Competing interests,10.3389/fmicb.2020.00931,Front Microbiol,Metabolomic Analysis of Aspergillus niger Isolated From the International Space Station Reveals Enhanced Production Levels of the Antioxidant Pyranonigrin A,0.821,False,
Multidrug resistant Enterobacter bugandensis speci.txt,cleaned,59093,35287,40.29,3035,17836,0,2936,,10.1186/s12866-018-1325-2,BMC Microbiol,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,1.0,False,
Succession and persistence of microbial communitie.txt,excluded,3351,0,100.0,0,0,0,335,,10.1186/s40168-018-0609-y,Microbiome,Correction to: Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,0.844,False,documento não-científico: Correction to: Succession and persistence of microbial commu
International Space Station conditions alter genom.txt,cleaned,78297,47369,39.5,4682,21445,412,4390,Data availability|Supplementary,10.1007/s00253-018-9525-0,Appl Microbiol Biotechnol,"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans",1.0,False,
